CustomerID,InvoiceNo,InvoiceDate,StockCode,Quantity,UnitPrice
17908,536409,6/1/22 11:45,22111,1,49.5
17908,536409,6/1/22 11:45,22785,1,67.5
17908,536409,6/1/22 11:45,22975,1,12.5
17908,536409,6/1/22 11:45,22972,1,16.5
17908,536409,6/1/22 11:45,22866,1,21
17908,536409,6/1/22 11:45,22568,1,37.5
17908,536409,6/1/22 11:45,85116,1,21
17908,536409,6/1/22 11:45,22664,1,21
17908,536409,6/1/22 11:45,21609,1,29.5
17908,536409,6/1/22 11:45,21866,1,12.5
17908,536409,6/1/22 11:45,20669,1,12.5
17908,536409,6/1/22 11:45,90129F,1,29.5
17908,536409,6/1/22 11:45,90210B,1,29.5
17908,536409,6/1/22 11:45,90199C,1,63.5
17908,536409,6/1/22 11:45,21955,1,79.5
17908,536409,6/1/22 11:45,72802C,1,42.5
17908,536409,6/1/22 11:45,22109,1,37.5
17908,536409,6/1/22 11:45,85116,1,21
17908,536409,6/1/22 11:45,22531,1,4.2
17908,536409,6/1/22 11:45,21811,1,12.5
17908,536409,6/1/22 11:45,22183,1,67.5
17908,536409,6/1/22 11:45,21678,1,8.5
17908,536409,6/1/22 11:45,21676,1,8.5
17908,536409,6/1/22 11:45,84625A,1,29.5
17908,536409,6/1/22 11:45,84625C,1,29.5
17908,536409,6/1/22 11:45,21931,1,19.5
17908,536409,6/1/22 11:45,85169B,2,12.5
17908,536409,6/1/22 11:45,16238,3,2.1
17908,536409,6/1/22 11:45,20668,3,1.2
17908,536409,6/1/22 11:45,84906,1,59.5
17908,536409,6/1/22 11:45,21867,1,12.5
17908,536409,6/1/22 11:45,22075,1,16.5
17908,536409,6/1/22 11:45,21866,1,12.5
17908,536409,6/1/22 11:45,21326,2,6.5
17908,536409,6/1/22 11:45,21065,1,59.5
17908,536409,6/1/22 11:45,22074,1,16.5
17908,536409,6/1/22 11:45,22900,1,29.5
17908,536409,6/1/22 11:45,20713,1,19.5
17908,536409,6/1/22 11:45,20966,1,12.5
17908,536409,6/1/22 11:45,21116,1,49.5
17908,536409,6/1/22 11:45,90199C,1,63.5
17908,536409,6/1/22 11:45,22633,1,21
17908,536409,6/1/22 11:45,22866,1,21
17908,536409,6/1/22 11:45,22198,1,16.5
17908,536409,6/1/22 11:45,21824,1,14.5
17908,536409,6/1/22 11:45,21823,1,14.5
17908,536409,6/1/22 11:45,22153,1,4.2
17908,536409,6/1/22 11:45,22197,1,8.5
17908,536409,6/1/22 11:45,85099B,1,19.5
17908,536409,6/1/22 11:45,85099F,1,19.5
17908,536409,6/1/22 11:45,20717,1,12.5
17908,536409,6/1/22 11:45,20723,1,8.5
17908,536409,6/1/22 11:45,22900,1,29.5
17908,536409,6/1/22 11:45,21980,2,2.9
17908,536409,6/1/22 11:45,22111,1,49.5
17908,536409,6/1/22 11:45,22112,1,49.5
17920,536412,6/1/22 11:49,20728,1,16.5
17920,536412,6/1/22 11:49,22382,1,16.5
17920,536412,6/1/22 11:49,22326,1,29.5
17920,536412,6/1/22 11:49,22662,1,16.5
17920,536412,6/1/22 11:49,22383,1,16.5
17920,536412,6/1/22 11:49,20727,1,16.5
17920,536412,6/1/22 11:49,22328,1,29.5
17920,536412,6/1/22 11:49,22327,1,29.5
17920,536412,6/1/22 11:49,22630,1,19.5
17920,536412,6/1/22 11:49,22629,1,19.5
17920,536412,6/1/22 11:49,21245,1,16.9
17920,536412,6/1/22 11:49,21244,1,16.9
17920,536412,6/1/22 11:49,21242,1,16.9
17920,536412,6/1/22 11:49,21243,1,16.9
17920,536412,6/1/22 11:49,22327,1,29.5
17920,536412,6/1/22 11:49,22273,1,29.5
17920,536412,6/1/22 11:49,22940,1,42.5
17920,536412,6/1/22 11:49,22652,1,16.5
17920,536412,6/1/22 11:49,22759,1,16.5
17920,536412,6/1/22 11:49,21880,1,6.5
17920,536412,6/1/22 11:49,21738,1,29.5
17920,536412,6/1/22 11:49,22077,1,16.5
17920,536412,6/1/22 11:49,85049E,1,12.5
17920,536412,6/1/22 11:49,22961,3,14.5
17920,536412,6/1/22 11:49,21448,1,16.5
17920,536412,6/1/22 11:49,22837,1,46.5
17920,536412,6/1/22 11:49,22749,1,37.5
17920,536412,6/1/22 11:49,22940,1,42.5
17920,536412,6/1/22 11:49,22749,1,37.5
17920,536412,6/1/22 11:49,22077,1,16.5
17920,536412,6/1/22 11:49,21738,1,29.5
17920,536412,6/1/22 11:49,85049E,1,12.5
17920,536412,6/1/22 11:49,22243,1,16.5
17920,536412,6/1/22 11:49,22141,1,21
17920,536412,6/1/22 11:49,22144,1,21
17920,536412,6/1/22 11:49,22243,1,16.5
17920,536412,6/1/22 11:49,22077,1,16.5
17920,536412,6/1/22 11:49,21448,1,16.5
17920,536412,6/1/22 11:49,22759,1,16.5
17920,536412,6/1/22 11:49,22242,1,16.5
17920,536412,6/1/22 11:49,85049E,2,12.5
17920,536412,6/1/22 11:49,21731,1,16.5
17920,536412,6/1/22 11:49,22243,1,16.5
17920,536412,6/1/22 11:49,21739,1,29.5
17920,536412,6/1/22 11:49,21738,1,29.5
17920,536412,6/1/22 11:49,22271,1,29.5
17920,536412,6/1/22 11:49,22273,1,29.5
17920,536412,6/1/22 11:49,22274,1,29.5
17920,536412,6/1/22 11:49,22749,1,37.5
17920,536412,6/1/22 11:49,22751,1,37.5
17920,536412,6/1/22 11:49,21034,1,9.5
17920,536412,6/1/22 11:49,22273,1,29.5
17920,536412,6/1/22 11:49,22568,1,37.5
17920,536412,6/1/22 11:49,22141,1,21
17920,536412,6/1/22 11:49,22144,1,21
17920,536412,6/1/22 11:49,22570,1,37.5
17920,536412,6/1/22 11:49,22569,1,37.5
17920,536412,6/1/22 11:49,21448,1,16.5
17920,536412,6/1/22 11:49,22086,1,29.5
17920,536412,6/1/22 11:49,22569,1,37.5
17920,536412,6/1/22 11:49,21448,1,16.5
17920,536412,6/1/22 11:49,22968,1,99.5
17920,536412,6/1/22 11:49,22902,1,21
17920,536412,6/1/22 11:49,21448,1,16.5
17920,536412,6/1/22 11:49,22902,1,21
17920,536412,6/1/22 11:49,21710,1,49.5
17920,536412,6/1/22 11:49,21708,1,49.5
17920,536412,6/1/22 11:49,21711,1,49.5
17920,536412,6/1/22 11:49,22179,1,67.5
17920,536412,6/1/22 11:49,22197,1,8.5
17920,536412,6/1/22 11:49,22900,1,29.5
17920,536412,6/1/22 11:49,21706,1,49.5
17920,536412,6/1/22 11:49,22468,1,67.5
17920,536412,6/1/22 11:49,20725,1,16.5
17920,536412,6/1/22 11:49,85184C,1,29.5
17920,536412,6/1/22 11:49,21708,1,49.5
17920,536412,6/1/22 11:49,22900,1,29.5
17920,536412,6/1/22 11:49,21706,1,49.5
17920,536412,6/1/22 11:49,22988,1,12.5
17920,536412,6/1/22 11:49,85184C,1,29.5
17920,536412,6/1/22 11:49,20750,1,79.5
18085,536423,6/1/22 12:08,22619,1,37.5
18085,536423,6/1/22 12:08,21481,1,29.5
18085,536423,6/1/22 12:08,22632,2,21
18085,536423,6/1/22 12:08,22837,1,46.5
18085,536423,6/1/22 12:08,21479,1,37.5
18085,536423,6/1/22 12:08,21485,1,49.5
18085,536423,6/1/22 12:08,84029E,1,37.5
18085,536423,6/1/22 12:08,22111,2,49.5
18085,536423,6/1/22 12:08,22113,1,37.5
17897,536488,6/1/22 12:31,22738,1,16.5
17897,536488,6/1/22 12:31,21621,1,85
17897,536488,6/1/22 12:31,22960,1,42.5
17897,536488,6/1/22 12:31,22082,1,16.5
17897,536488,6/1/22 12:31,47563A,1,37.5
17897,536488,6/1/22 12:31,84558A,1,29.5
17897,536488,6/1/22 12:31,21592,1,12.5
17897,536488,6/1/22 12:31,20878,1,12.5
17897,536488,6/1/22 12:31,84347,1,25.5
17897,536488,6/1/22 12:31,84347,1,25.5
17897,536488,6/1/22 12:31,21577,1,22.5
17897,536488,6/1/22 12:31,22909,1,8.5
17897,536488,6/1/22 12:31,22087,1,29.5
17897,536488,6/1/22 12:31,22651,1,8.5
17897,536488,6/1/22 12:31,22713,2,4.2
17897,536488,6/1/22 12:31,22910,1,29.5
17897,536488,6/1/22 12:31,21370,1,63.5
17897,536488,6/1/22 12:31,21367,1,25.5
17897,536488,6/1/22 12:31,22376,1,42.5
17897,536488,6/1/22 12:31,22961,1,14.5
17897,536488,6/1/22 12:31,21895,1,42.5
17897,536488,6/1/22 12:31,22468,1,67.5
17897,536488,6/1/22 12:31,21034,1,9.5
17897,536488,6/1/22 12:31,22372,1,42.5
17897,536488,6/1/22 12:31,22867,1,21
17897,536488,6/1/22 12:31,22144,1,21
17897,536488,6/1/22 12:31,21190,1,16.5
17897,536488,6/1/22 12:31,21894,1,12.5
17897,536488,6/1/22 12:31,70007,1,16.5
17897,536488,6/1/22 12:31,22940,1,42.5
17897,536488,6/1/22 12:31,70007,1,16.5
17897,536488,6/1/22 12:31,84347,1,25.5
17897,536488,6/1/22 12:31,22150,1,19.5
17897,536488,6/1/22 12:31,22149,1,21
17897,536488,6/1/22 12:31,22144,1,21
16552,536502,6/1/22 12:36,84879,2,16.9
16552,536502,6/1/22 12:36,22784,1,49.5
16552,536502,6/1/22 12:36,21441,2,8.5
16552,536502,6/1/22 12:36,85123A,1,29.5
16552,536502,6/1/22 12:36,22423,1,127.5
17951,536514,6/1/22 12:40,22865,4,21
17951,536514,6/1/22 12:40,22485,1,127.5
17951,536514,6/1/22 12:40,22807,1,29.5
17951,536514,6/1/22 12:40,22633,4,21
17951,536514,6/1/22 12:40,22866,4,21
12748,536521,6/1/22 12:48,22854,1,49.5
15012,536522,6/1/22 12:49,84997D,1,37.5
15012,536522,6/1/22 12:49,47599A,1,21
15012,536522,6/1/22 12:49,47599B,1,21
15012,536522,6/1/22 12:49,22749,1,37.5
15012,536522,6/1/22 12:49,20972,1,12.5
15012,536522,6/1/22 12:49,22569,1,37.5
15012,536522,6/1/22 12:49,21041,1,29.5
15012,536522,6/1/22 12:49,21664,1,37.5
15012,536522,6/1/22 12:49,84969,1,42.5
15012,536522,6/1/22 12:49,22907,1,8.5
15012,536522,6/1/22 12:49,22865,1,21
15012,536522,6/1/22 12:49,22866,1,21
15012,536522,6/1/22 12:49,22632,1,21
15012,536522,6/1/22 12:49,22776,1,99.5
15012,536522,6/1/22 12:49,22338,1,6.5
15012,536522,6/1/22 12:49,21810,1,12.5
15012,536522,6/1/22 12:49,22449,1,33.5
15012,536522,6/1/22 12:49,21197,1,16.5
15012,536522,6/1/22 12:49,85231G,1,8.5
15012,536522,6/1/22 12:49,21121,1,12.5
15012,536522,6/1/22 12:49,22151,1,4.2
15012,536522,6/1/22 12:49,84836,1,12.5
15012,536522,6/1/22 12:49,21326,2,6.5
15012,536522,6/1/22 12:49,85035B,1,42.5
15012,536522,6/1/22 12:49,84968C,1,127.5
15012,536522,6/1/22 12:49,85231B,1,8.5
15012,536522,6/1/22 12:49,22739,1,16.5
15012,536522,6/1/22 12:49,37370,1,12.5
15012,536522,6/1/22 12:49,22941,1,85
15012,536522,6/1/22 12:49,21098,1,12.5
15012,536522,6/1/22 12:49,22151,1,4.2
15012,536522,6/1/22 12:49,84836,1,12.5
15012,536522,6/1/22 12:49,20914,1,29.5
15012,536522,6/1/22 12:49,22749,1,37.5
15012,536522,6/1/22 12:49,21190,1,16.5
15012,536522,6/1/22 12:49,84997C,1,37.5
15012,536522,6/1/22 12:49,21810,1,12.5
15012,536522,6/1/22 12:49,21192,1,16.5
15012,536522,6/1/22 12:49,85014A,1,59.5
15012,536522,6/1/22 12:49,21124,1,12.5
15012,536522,6/1/22 12:49,72800B,1,25.5
15012,536522,6/1/22 12:49,84563A,1,59.5
15012,536522,6/1/22 12:49,22107,1,37.5
15012,536522,6/1/22 12:49,47504H,1,19.5
15012,536522,6/1/22 12:49,21121,1,12.5
15012,536522,6/1/22 12:49,21122,1,12.5
15012,536522,6/1/22 12:49,21742,1,59.5
15012,536522,6/1/22 12:49,22566,1,8.5
15012,536522,6/1/22 12:49,21664,1,37.5
15012,536522,6/1/22 12:49,22632,1,21
15012,536522,6/1/22 12:49,21122,1,12.5
15012,536522,6/1/22 12:49,22481,1,12.5
15012,536522,6/1/22 12:49,85099B,1,19.5
15012,536522,6/1/22 12:49,21931,1,19.5
15605,536535,6/1/22 13:38,22943,1,49.5
15605,536535,6/1/22 13:38,22118,1,49.5
15605,536535,6/1/22 13:38,22121,1,59.5
15605,536535,6/1/22 13:38,22119,1,69.5
15605,536535,6/1/22 13:38,21485,1,49.5
15605,536535,6/1/22 13:38,22219,2,8.5
15605,536535,6/1/22 13:38,21523,1,79.5
15605,536535,6/1/22 13:38,48194,1,79.5
15605,536535,6/1/22 13:38,20685,1,79.5
15605,536535,6/1/22 13:38,21156,1,19.5
15605,536535,6/1/22 13:38,22418,3,8.5
15605,536535,6/1/22 13:38,22311,1,29.5
14594,536538,6/1/22 13:54,21466,1,37.5
14594,536538,6/1/22 13:54,21467,1,37.5
14594,536538,6/1/22 13:54,21471,1,37.5
14594,536538,6/1/22 13:54,21469,1,37.5
14594,536538,6/1/22 13:54,21523,1,79.5
14594,536538,6/1/22 13:54,48129,1,79.5
14594,536538,6/1/22 13:54,21524,1,79.5
14594,536538,6/1/22 13:54,22791,2,12.5
14594,536538,6/1/22 13:54,84949,1,16.5
14594,536538,6/1/22 13:54,22086,1,29.5
14594,536538,6/1/22 13:54,22910,1,29.5
14594,536538,6/1/22 13:54,22457,1,29.5
14594,536538,6/1/22 13:54,21690,1,37.5
14594,536538,6/1/22 13:54,22752,1,85
14594,536538,6/1/22 13:54,37343,1,16.5
14594,536538,6/1/22 13:54,22088,1,29.5
14594,536538,6/1/22 13:54,22195,1,16.5
14594,536538,6/1/22 13:54,22470,1,29.5
14594,536538,6/1/22 13:54,22469,1,16.5
14594,536538,6/1/22 13:54,22173,1,29.5
14594,536538,6/1/22 13:54,22584,1,25.5
14594,536538,6/1/22 13:54,22583,1,25.5
14594,536538,6/1/22 13:54,21143,1,19.5
14594,536538,6/1/22 13:54,84944,1,42.5
14594,536538,6/1/22 13:54,22601,1,8.5
14594,536538,6/1/22 13:54,22603,1,8.5
14594,536538,6/1/22 13:54,22600,1,8.5
14594,536538,6/1/22 13:54,22574,1,8.5
14594,536538,6/1/22 13:54,22573,1,8.5
14594,536538,6/1/22 13:54,85199L,1,6.5
14594,536538,6/1/22 13:54,85199S,1,4.2
13468,536562,6/1/22 15:08,21777,1,79.5
13468,536562,6/1/22 15:08,79302M,1,29.5
13468,536562,6/1/22 15:08,22752,1,85
13468,536562,6/1/22 15:08,21609,1,29.5
13468,536562,6/1/22 15:08,20685,1,79.5
13468,536562,6/1/22 15:08,48185,1,79.5
13468,536562,6/1/22 15:08,48194,1,79.5
13468,536562,6/1/22 15:08,22423,1,127.5
13468,536562,6/1/22 15:08,37446,1,14.5
13468,536562,6/1/22 15:08,37449,1,99.5
13468,536562,6/1/22 15:08,21231,2,12.5
13468,536562,6/1/22 15:08,21232,2,12.5
13468,536562,6/1/22 15:08,84509B,1,37.5
13468,536562,6/1/22 15:08,22313,1,29.5
13468,536562,6/1/22 15:08,22314,1,29.5
13468,536562,6/1/22 15:08,21181,2,21
13468,536562,6/1/22 15:08,72741,1,14.5
13468,536562,6/1/22 15:08,22187,1,42.5
13468,536564,6/1/22 15:08,37446,1,14.5
13468,536564,6/1/22 15:08,37449,1,99.5
16048,536567,6/1/22 15:27,22867,3,21
16048,536567,6/1/22 15:27,22866,3,21
16048,536567,6/1/22 15:27,22865,3,21
16048,536567,6/1/22 15:27,21231,2,12.5
16048,536567,6/1/22 15:27,22645,2,14.5
16048,536567,6/1/22 15:27,22646,2,14.5
16048,536567,6/1/22 15:27,22632,3,21
16048,536568,6/1/22 15:28,22915,2,4.2
14496,536570,6/1/22 15:35,84836,2,12.5
14496,536570,6/1/22 15:35,21781,1,149.5
14496,536570,6/1/22 15:35,22457,2,29.5
14496,536570,6/1/22 15:35,22113,4,33.9
14496,536570,6/1/22 15:35,22835,3,42.5
14696,536571,6/1/22 15:37,85032D,1,21
14696,536571,6/1/22 15:37,22696,1,19.5
14696,536571,6/1/22 15:37,21790,2,8.5
14696,536571,6/1/22 15:37,84360,1,59.5
14696,536571,6/1/22 15:37,35954,5,4.2
14696,536571,6/1/22 15:37,35957,5,4.2
14696,536571,6/1/22 15:37,84760S,2,14.5
14696,536571,6/1/22 15:37,72816,2,12.5
14696,536571,6/1/22 15:37,84754,2,12.5
14696,536571,6/1/22 15:37,22444,3,12.5
14696,536571,6/1/22 15:37,35598D,3,6.5
14696,536571,6/1/22 15:37,85045,1,49.5
14696,536571,6/1/22 15:37,21352,1,67.5
14696,536571,6/1/22 15:37,22065,2,14.5
14696,536571,6/1/22 15:37,35598B,3,6.5
14696,536571,6/1/22 15:37,85099C,1,19.5
14696,536571,6/1/22 15:37,22952,3,5.5
14696,536571,6/1/22 15:37,85048,1,79.5
17690,536578,6/1/22 16:15,22837,2,46.5
17690,536578,6/1/22 16:15,21484,1,34.5
17690,536578,6/1/22 16:15,22865,3,21
17690,536578,6/1/22 16:15,22866,3,21
17690,536578,6/1/22 16:15,22834,3,21
17690,536578,6/1/22 16:15,22726,1,37.5
17690,536578,6/1/22 16:15,22728,1,37.5
17690,536578,6/1/22 16:15,22729,1,37.5
17690,536580,6/1/22 16:17,22966,2,12.5
17690,536580,6/1/22 16:17,22965,1,21
17690,536580,6/1/22 16:17,22975,2,12.5
17690,536580,6/1/22 16:17,22988,2,12.5
17690,536580,6/1/22 16:17,22972,2,16.5
17690,536580,6/1/22 16:17,22974,2,16.5
17460,536585,6/1/22 16:24,37449,1,99.5
14142,536587,6/1/22 16:33,37448,2,14.9
14142,536587,6/1/22 16:33,22744,1,29.5
14142,536587,6/1/22 16:33,22743,1,29.5
14142,536587,6/1/22 16:33,22646,2,14.5
14142,536587,6/1/22 16:33,21232,2,12.5
14142,536587,6/1/22 16:33,22466,2,19.5
14142,536587,6/1/22 16:33,22540,3,4.2
14142,536587,6/1/22 16:33,22531,3,4.2
14142,536587,6/1/22 16:33,16237,3,2.1
14142,536587,6/1/22 16:33,22752,1,85
14142,536587,6/1/22 16:33,22114,1,39.5
14142,536587,6/1/22 16:33,21108,1,25.5
14142,536587,6/1/22 16:33,22355,1,8.5
14142,536587,6/1/22 16:33,22449,1,33.5
14142,536587,6/1/22 16:33,22867,2,21
14142,536587,6/1/22 16:33,21986,3,2.9
14142,536587,6/1/22 16:33,21982,3,2.9
14142,536587,6/1/22 16:33,22421,2,4.2
14142,536587,6/1/22 16:33,17003,4,2.1
14142,536587,6/1/22 16:33,21098,2,12.5
14142,536587,6/1/22 16:33,22548,2,12.5
14142,536587,6/1/22 16:33,21790,2,8.5
14606,536591,6/1/22 16:57,21427,1,21
14606,536591,6/1/22 16:57,22135,1,4.2
14606,536591,6/1/22 16:57,90214M,1,12.5
14606,536591,6/1/22 16:57,90214V,1,12.5
14606,536591,6/1/22 16:57,90214S,1,12.5
14606,536591,6/1/22 16:57,90214J,1,12.5
14606,536591,6/1/22 16:57,22386,1,19.5
14606,536591,6/1/22 16:57,22378,1,21
14606,536591,6/1/22 16:57,20750,1,79.5
14606,536591,6/1/22 16:57,21888,1,37.5
14606,536591,6/1/22 16:57,22321,1,8.5
14606,536591,6/1/22 16:57,21789,1,8.5
14606,536591,6/1/22 16:57,21238,1,8.5
14606,536591,6/1/22 16:57,21629,1,79.5
14606,536591,6/1/22 16:57,22379,1,21
14606,536591,6/1/22 16:57,72807C,1,42.5
14606,536591,6/1/22 16:57,22497,1,42.5
14606,536591,6/1/22 16:57,21850,1,49.5
14606,536591,6/1/22 16:57,20978,1,12.5
14606,536591,6/1/22 16:57,20768,1,25.5
14606,536591,6/1/22 16:57,22081,1,16.5
14606,536591,6/1/22 16:57,20780,1,54.9
14606,536591,6/1/22 16:57,51014C,2,8.5
14606,536591,6/1/22 16:57,21398,1,21
14606,536591,6/1/22 16:57,22476,1,49.5
14606,536591,6/1/22 16:57,21643,1,12.5
14606,536591,6/1/22 16:57,72741,3,14.5
14606,536591,6/1/22 16:57,21620,1,37.5
14606,536591,6/1/22 16:57,37449,1,99.5
14606,536591,6/1/22 16:57,22260,1,8.5
14606,536591,6/1/22 16:57,22136,1,16.5
14606,536591,6/1/22 16:57,47591B,1,16.5
14606,536591,6/1/22 16:57,21041,1,29.5
14606,536591,6/1/22 16:57,21035,1,29.5
14606,536591,6/1/22 16:58,85064,1,54.5
14606,536591,6/1/22 16:58,22121,1,59.5
14606,536591,6/1/22 16:58,21488,1,39.5
14606,536591,6/1/22 16:58,21484,1,34.5
14606,536591,6/1/22 16:58,22357,1,42.5
14606,536591,6/1/22 16:58,21985,1,2.9
14135,536620,6/2/22 10:27,22965,1,21
14135,536620,6/2/22 10:27,21215,12,4.2
14135,536620,6/2/22 10:27,21212,12,4.2
14135,536620,6/2/22 10:27,21977,12,4.2
14135,536620,6/2/22 10:27,84991,12,4.2
14135,536620,6/2/22 10:27,22961,2,14.5
